car_id,price,Kilometers,hp,Brand,Sport,age,Users,gas,Metalilic,CC,Weight,QuartTax,Automatic,red,Owner_gender,door
3674,9000,103300,70,2,YES,26,1,519,NO,2000,1195,190,NO,YES,M,4
4705,15120,120050,192,1,YES,27,1,519,NO,2000,1195,190,YES,NO,M,4
3750,13660,95340,90,1,YES,28,1,606,NO,2000,1195,160,YES,YES,M,4
738,20690,113220,90,6,NO,27,2,360,NO,1900,1170,120,YES,NO,M,4
4675,19550,172370,192,4,NO,28,1,328,YES,2200,1250,270,YES,NO,M,4
3008,13130,112760,110,1,YES,27,1,458,NO,2200,1195,190,YES,NO,M,4
1480,17420,117460,192,5,NO,28,2,340,NO,1600,1165,100,YES,YES,M,2
2256,19510,112430,192,2,NO,27,1,372,NO,2000,1195,190,YES,NO,F,4
2767,9380,93640,70,2,NO,26,1,371,NO,1900,1186,160,NO,NO,F,4
3616,18660,114400,110,5,NO,29,2,310,NO,1800,1170,100,YES,NO,M,4
522,18070,129000,110,5,NO,26,1,361,YES,2200,,210,YES,NO,F,4
301,18560,117890,110,6,NO,27,1,333,NO,2000,1195,190,YES,NO,F,4
4080,15190,116470,110,2,NO,27,1,407,YES,2200,1250,210,YES,NO,F,4
3583,48420,109540,192,6,NO,27,1,398,NO,2000,1195,190,YES,NO,F,4
1375,10160,92320,90,3,YES,26,1,466,NO,2200,,190,NO,NO,M,4
3735,11870,114940,110,4,NO,29,2,341,NO,1800,1170,100,NO,NO,M,4
295,12820,107860,192,4,YES,27,1,502,NO,2000,1195,190,NO,YES,M,4
721,15010,122480,90,2,YES,27,2,564,NO,1900,1186,120,YES,NO,M,4
1980,9090,119790,90,3,NO,27,1,277,NO,1900,1186,160,NO,NO,F,4
1408,15370,116010,110,2,NO,27,1,,NO,2000,1195,160,YES,NO,F,4
91,16550,109930,90,4,NO,28,2,338,NO,1800,1165,100,YES,NO,M,2
2971,14350,108180,70,4,NO,27,3,367,NO,1600,1165,100,YES,NO,M,2
934,19400,110740,192,6,NO,27,2,327,NO,1800,1170,100,YES,NO,M,4
344,21190,133910,192,3,YES,29,1,544,NO,1900,1195,160,YES,YES,M,4
5033,18980,121790,70,5,NO,27,2,335,NO,1600,1165,100,YES,NO,M,2
1534,18700,230650,192,4,NO,28,1,393,YES,2200,1250,270,YES,NO,M,4
265,10980,119640,110,2,YES,27,2,484,NO,1800,1170,120,NO,YES,M,4
267,18120,108390,110,4,NO,28,1,337,NO,2000,,160,YES,NO,F,4
1266,18180,129750,90,5,NO,27,1,379,NO,1900,1186,120,YES,YES,F,4
4929,13250,124490,90,2,NO,27,3,355,NO,1600,1165,100,YES,NO,M,2
2508,16730,96820,90,4,YES,27,3,643,NO,1600,,100,YES,NO,M,2
2463,16800,104880,110,4,NO,27,1,260,NO,2200,,190,YES,NO,F,4
722,16580,104710,110,1,NO,28,1,342,NO,2000,1195,160,YES,NO,F,4
4767,16040,127230,192,1,NO,28,2,316,NO,1800,1170,120,YES,YES,M,4
4394,11380,125640,90,4,NO,27,3,318,NO,1600,1165,100,NO,NO,M,2
3985,19720,121530,90,6,NO,26,1,389,NO,1900,1186,160,YES,NO,F,4
3843,15020,129760,110,2,NO,28,2,337,NO,1800,1165,100,YES,NO,M,2
3969,11730,116930,110,5,NO,29,1,345,NO,2200,1195,210,NO,NO,F,4
82,14770,98710,90,4,YES,27,2,543,NO,1900,1170,120,YES,NO,M,4
2607,21770,116690,192,6,YES,27,1,602,NO,2000,,160,YES,NO,M,4
927,8940,90190,90,1,YES,25,2,576,NO,1800,1170,100,NO,NO,M,4
2927,12040,102020,90,6,NO,28,1,,NO,1900,1186,160,NO,NO,F,4
3797,11840,131690,90,4,NO,27,2,336,NO,1900,1186,120,NO,NO,F,4
244,22850,100770,192,4,YES,27,2,490,NO,1900,1170,120,YES,NO,M,4
1382,9780,99070,90,2,NO,27,2,326,NO,1900,1186,120,NO,YES,F,4
2646,10040,131790,90,4,YES,28,2,541,NO,1900,1170,120,NO,NO,M,4
4031,17420,104540,192,2,YES,28,1,522,NO,2000,1195,160,YES,NO,M,4
583,13080,105430,70,1,NO,27,1,302,NO,2000,1195,160,YES,NO,F,4
1468,19230,94680,192,1,YES,29,2,553,NO,1800,1170,100,YES,YES,M,4
94,21180,118310,192,4,NO,28,2,349,NO,1800,1165,100,YES,NO,M,2
456,10600,118340,110,3,YES,27,1,549,NO,1900,1186,160,NO,NO,M,4
4695,19260,239080,192,3,NO,28,1,378,YES,2200,1250,80,YES,NO,M,4
3426,12340,,90,4,NO,28,2,312,NO,1900,1186,120,YES,NO,F,4
5204,12570,117700,90,4,NO,26,1,348,NO,1900,1186,160,NO,NO,F,4
4086,15490,100040,90,2,NO,28,1,411,NO,1900,1186,160,YES,NO,F,4
3696,13470,93660,192,4,NO,30,2,309,NO,1900,1186,120,NO,NO,F,4
2289,13990,127810,90,2,NO,28,2,375,NO,1800,1165,100,YES,NO,M,2
4992,18990,99890,90,4,NO,27,2,343,NO,1900,1186,120,YES,NO,F,4
2058,16660,116410,110,5,NO,28,2,338,NO,1800,1165,100,YES,NO,M,2
5210,12430,97270,192,4,NO,27,1,397,NO,2000,1195,190,NO,NO,F,4
3983,13380,125860,90,5,YES,27,2,593,NO,1800,1170,100,NO,NO,M,4
900,19330,,192,4,YES,26,2,414,NO,1900,1170,120,YES,NO,M,4
623,20680,133320,192,5,NO,29,2,388,NO,1600,1165,100,YES,NO,M,2
1037,13660,95060,90,1,NO,26,2,372,NO,1900,1186,120,YES,NO,F,4
3460,9200,90410,70,3,YES,29,2,,NO,1600,1165,100,NO,NO,F,2
1713,22120,95290,192,5,NO,29,2,302,NO,1800,1170,100,YES,NO,F,4
5235,12070,98520,110,4,YES,29,1,416,NO,2000,1195,190,NO,NO,M,4
303,44640,112320,192,6,NO,28,2,,NO,1800,1170,100,YES,NO,F,4
176,18160,116370,192,1,YES,27,2,497,NO,1800,1170,120,YES,NO,M,4
440,10130,132310,90,4,NO,29,1,299,NO,2000,1195,190,NO,NO,M,4
5048,12040,125080,90,4,YES,29,1,575,NO,2000,1195,190,NO,YES,M,4
5075,19700,133330,110,4,NO,27,2,289,NO,1800,1170,120,YES,NO,F,4
3525,22430,112480,192,4,YES,27,2,608,NO,1800,1170,100,YES,YES,F,4
2192,9280,108810,192,2,YES,28,1,590,NO,1900,1195,160,NO,YES,M,4
1917,21820,91430,192,4,YES,27,1,561,NO,1900,1186,160,YES,NO,M,4
2637,19530,95380,192,6,NO,27,1,382,YES,2200,1250,80,YES,NO,M,4
2398,13910,110640,70,1,YES,28,3,467,NO,1600,1165,100,YES,NO,F,2
1033,9670,95520,70,3,YES,29,2,561,NO,1900,1186,120,NO,YES,M,4
1397,10920,135840,90,5,YES,27,1,531,YES,2200,,210,NO,NO,M,4
1866,15820,116330,90,5,YES,26,2,534,NO,1800,1170,120,YES,NO,F,4
2238,18260,136120,110,5,NO,28,1,297,NO,2200,1195,190,YES,NO,M,4
2753,13850,127040,110,1,NO,29,3,314,NO,1600,1165,100,YES,NO,F,2
2343,11680,91900,110,4,YES,27,2,599,NO,1800,1170,100,NO,YES,F,4
677,15600,127640,90,2,YES,29,1,493,NO,1900,1186,160,YES,NO,M,4
1875,22830,123230,192,6,YES,26,2,541,NO,1900,1170,120,YES,YES,M,4
3517,12570,104450,192,5,NO,28,2,374,NO,1600,1165,100,NO,NO,F,2
2506,15690,93410,110,3,NO,27,2,331,NO,1800,1170,100,YES,NO,F,4
3599,12570,91380,192,4,NO,27,1,318,NO,2200,,190,NO,NO,M,4
4438,16240,135700,110,1,YES,27,2,510,NO,1900,1170,120,YES,NO,M,4
2534,13960,,110,3,NO,28,1,,NO,2200,1195,190,YES,YES,M,4
1591,17950,123200,110,3,NO,27,2,,NO,1800,1165,100,YES,NO,F,2
2526,12340,128320,192,4,NO,28,2,366,NO,1800,1170,100,NO,NO,F,4
585,18810,127700,192,2,NO,30,1,298,NO,2000,1195,190,YES,NO,M,4
2230,13310,104490,192,5,NO,27,3,299,NO,1600,1165,100,NO,NO,F,2
3280,11410,227000,90,4,YES,26,1,553,YES,2200,,270,NO,NO,M,4
3936,17890,131860,192,6,NO,28,2,287,NO,1800,1170,100,YES,NO,F,4
1499,14000,115020,90,2,YES,27,2,596,NO,1900,1170,120,YES,NO,M,4
1952,15600,92280,192,1,NO,28,2,385,NO,1800,1170,120,YES,NO,F,4
3981,11060,203990,110,6,NO,27,1,339,YES,2200,1250,270,NO,NO,M,4
2156,17800,119030,90,4,NO,27,1,388,NO,2200,1195,190,YES,NO,M,4
4984,17210,129890,192,3,NO,29,2,309,NO,1800,1170,120,YES,NO,F,4
3565,10200,124590,90,4,NO,27,2,392,NO,1800,1170,100,NO,NO,F,4
4509,10770,92470,192,1,YES,28,1,559,NO,2000,1195,190,NO,NO,M,4
933,11240,115760,192,1,NO,27,1,352,NO,2000,1195,190,NO,NO,M,4
3761,13200,112400,90,1,YES,28,1,491,YES,2200,1250,80,YES,YES,M,4
5123,22380,99200,192,6,NO,27,1,318,YES,2200,1250,80,YES,NO,M,4
622,12310,114750,192,2,NO,28,1,372,NO,2000,1195,190,NO,NO,M,4
3785,14660,107160,90,4,NO,29,1,287,YES,2200,1195,210,YES,NO,M,4
3354,10410,108240,70,5,YES,27,2,597,NO,1800,1165,100,NO,NO,F,2
2591,16240,136870,90,2,NO,26,1,355,NO,2000,1195,190,YES,NO,M,4
1126,11090,121370,192,2,NO,28,2,346,NO,1900,1170,120,NO,YES,F,4
3462,16170,93150,90,6,NO,28,1,282,NO,2000,1195,190,YES,NO,M,4
963,8970,,90,3,NO,28,2,336,NO,1600,1165,100,NO,NO,F,2
1411,20610,105230,192,4,YES,28,1,464,NO,2200,1195,190,YES,YES,M,4
795,19700,206480,110,4,NO,27,1,351,YES,2200,1250,270,YES,NO,M,4
1437,12510,122490,110,5,NO,29,2,315,NO,1800,1170,100,NO,NO,F,4
3339,12860,121630,192,4,NO,27,2,372,NO,1800,1170,120,NO,NO,F,4
2954,18270,136240,192,4,NO,27,2,356,NO,1900,1186,120,YES,NO,M,4
665,17290,128070,70,4,YES,28,2,553,NO,1800,,120,YES,NO,F,4
1165,10310,,192,4,NO,27,1,389,NO,2000,1195,190,NO,NO,M,4
5144,14990,96600,110,2,NO,29,1,329,NO,1900,1186,160,YES,NO,M,4
3051,16840,120670,192,2,NO,27,2,344,NO,1800,,100,YES,NO,F,2
967,8570,124580,90,1,NO,28,2,356,NO,1900,1186,120,NO,NO,M,4
2364,11470,92870,110,5,NO,28,1,386,NO,1900,1186,120,NO,NO,M,4
3276,16000,129220,90,4,NO,29,1,337,YES,2200,1250,80,YES,NO,M,4
3928,9280,,110,4,YES,27,1,,NO,2000,1195,160,NO,YES,M,4
1102,17360,106600,110,5,NO,27,1,368,NO,2000,1195,190,YES,NO,M,4
4504,23290,123770,192,4,NO,29,1,374,NO,2000,1195,160,YES,NO,M,4
461,23720,105970,192,5,NO,29,2,301,NO,1600,1165,100,YES,NO,F,2
4817,9110,136890,110,2,YES,28,1,487,NO,2000,1195,190,NO,YES,M,4
3589,13560,95190,110,1,NO,27,3,309,NO,1600,1165,100,YES,NO,F,2
3172,18570,112710,90,5,YES,29,1,549,NO,1900,1186,120,YES,NO,M,4
1226,20310,128460,192,2,NO,29,2,327,NO,1900,1170,120,YES,NO,F,4
4358,20810,100960,192,4,NO,27,1,353,NO,2000,1195,160,YES,NO,M,4
65,21940,88200,192,4,NO,26,1,302,YES,2200,1250,210,YES,NO,M,4
2937,8030,121290,90,1,YES,28,1,476,NO,2000,1195,160,NO,NO,M,4
674,7960,,90,4,NO,26,2,358,NO,1900,1170,120,NO,NO,F,4
2319,15900,118570,70,6,NO,26,2,,NO,1900,1170,120,YES,NO,F,4
620,16240,94240,90,5,NO,28,2,407,NO,1900,1170,120,YES,NO,F,4
3546,14830,133580,90,3,NO,29,2,431,NO,1800,1170,120,YES,NO,F,4
845,18440,109400,110,5,NO,27,1,318,NO,2000,1195,160,YES,NO,M,4
2953,17300,94540,70,5,NO,28,1,325,YES,2200,1250,80,YES,NO,M,4
1718,17300,245360,70,5,NO,28,1,377,YES,2200,1250,270,YES,NO,M,4
3094,15890,114460,110,4,NO,28,2,352,NO,1900,,120,YES,NO,F,4
4454,13940,107690,110,1,NO,28,1,360,NO,1900,1195,160,YES,NO,M,4
3037,12720,,192,2,NO,28,1,345,NO,2000,1195,190,YES,NO,M,4
2075,16760,101030,110,5,YES,27,1,429,NO,1900,,120,YES,NO,M,4
3642,11230,,90,4,YES,29,1,491,YES,2200,,210,YES,NO,M,4
4434,22930,90110,192,4,YES,27,2,452,NO,1800,1170,120,YES,NO,M,4
1504,13420,105930,90,3,NO,28,2,322,NO,1900,,120,YES,NO,M,4
3425,13970,,192,2,NO,27,3,276,NO,1600,1165,100,YES,NO,F,2
5041,12590,116320,90,5,NO,28,2,339,NO,1900,1170,120,NO,NO,F,4
3929,14770,126790,90,3,YES,27,3,,NO,1600,1165,100,YES,NO,F,2
2914,10630,129470,192,1,YES,28,3,528,NO,1600,1165,100,NO,NO,F,2
893,11580,118280,110,4,NO,26,2,315,NO,1800,1165,100,NO,YES,F,2
230,21050,92540,192,6,NO,28,1,376,NO,2000,1195,190,YES,NO,M,4
2934,14450,,192,5,NO,26,2,346,NO,1800,1170,100,YES,NO,F,4
2977,12210,106250,192,3,NO,28,2,345,NO,1800,1165,100,NO,NO,F,4
3601,20240,113320,192,5,NO,28,2,386,NO,1800,1170,100,YES,NO,F,4
2002,12650,115010,192,6,NO,30,1,332,NO,1900,1186,160,NO,NO,M,4
69,23120,130520,192,4,YES,28,1,,YES,2200,1250,80,YES,NO,M,4
2841,14440,94710,70,3,YES,28,1,523,NO,1900,1186,160,YES,NO,M,4
4220,10950,132500,192,1,NO,27,1,283,NO,1900,1195,160,NO,NO,M,4
1767,13780,199190,90,3,NO,28,1,327,YES,2200,1250,270,YES,NO,M,4
3899,15330,124430,70,5,YES,28,3,431,NO,1600,1165,100,YES,YES,F,2
905,20740,103100,192,6,NO,27,2,381,NO,1900,1170,120,YES,NO,F,4
4388,12480,131450,192,3,YES,28,2,448,NO,1600,1165,100,NO,NO,F,2
546,20460,109290,192,5,YES,29,2,555,NO,1800,1165,100,YES,NO,F,4
1069,16350,125020,70,4,NO,27,3,397,NO,1600,1165,100,YES,NO,F,2
370,16930,102410,90,4,NO,27,1,415,NO,1900,1195,160,YES,NO,M,4
2409,16860,116840,90,5,YES,26,2,611,NO,1900,1186,120,YES,NO,M,4
3448,18030,112710,90,4,NO,30,1,338,NO,2200,1195,190,YES,NO,M,4
3222,15510,,192,4,YES,27,2,496,NO,1900,,120,YES,NO,M,4
4265,17740,,192,5,NO,28,1,392,NO,2000,,190,YES,NO,M,4
204,10070,134270,90,5,YES,29,2,543,NO,1900,1170,120,NO,YES,M,4
485,37900,129050,192,5,YES,26,2,569,NO,1800,1170,120,YES,NO,F,4
2900,12930,112530,192,4,NO,29,2,377,NO,1900,1186,120,NO,YES,M,4
2325,15140,120420,70,3,NO,28,2,306,NO,1900,1186,120,YES,NO,M,4
2757,14940,111500,90,4,YES,28,1,455,YES,2200,1250,80,YES,NO,M,4
4375,14330,128950,90,2,NO,27,1,265,NO,1900,1186,160,YES,NO,M,4
1840,18380,124520,192,6,YES,28,2,547,NO,1900,1170,120,YES,NO,M,4
3950,16240,129460,110,3,NO,28,1,377,NO,2200,1195,190,YES,NO,M,4
2703,16790,,90,4,NO,27,1,357,NO,2200,1195,210,YES,NO,M,4
1853,9940,102190,110,3,YES,29,1,572,NO,1900,1186,160,NO,NO,M,4
431,14730,119680,90,3,NO,27,1,408,NO,2200,1195,210,YES,YES,M,4
1264,9550,107050,90,2,NO,29,1,417,NO,2000,1195,160,NO,NO,M,4
848,19940,125720,192,4,NO,28,2,384,NO,1600,,100,YES,NO,F,2
2199,19510,129450,192,4,NO,28,3,385,NO,1600,1165,100,YES,NO,F,2
268,12730,101610,110,6,NO,28,2,,NO,1800,1170,120,NO,NO,F,4
2710,8760,,90,4,NO,29,1,327,YES,2200,1250,270,NO,NO,M,4
3130,9570,92070,70,3,NO,28,2,344,NO,1600,1165,100,NO,NO,F,2
4803,14390,113030,90,4,YES,28,1,596,NO,1900,1186,160,YES,NO,M,4
4111,17360,136610,192,1,NO,28,2,371,NO,1800,1165,100,YES,NO,F,2
1484,14160,135240,110,3,NO,28,2,349,NO,1900,1170,120,YES,NO,F,4
2788,15100,,110,4,NO,29,1,414,NO,2000,1195,190,YES,NO,M,4
3240,21250,133810,192,6,NO,27,1,327,NO,2000,1195,190,YES,NO,M,4
2587,17600,131020,192,2,YES,28,1,588,YES,2200,1195,210,YES,NO,M,4
123,14430,134980,90,4,YES,27,1,529,NO,1900,1186,160,YES,NO,M,4
1785,12790,127520,192,5,NO,30,1,381,NO,1900,1195,160,NO,NO,M,4
4387,14170,95120,90,4,NO,27,1,358,YES,2200,1195,210,YES,NO,M,4
64,6910,91580,70,2,NO,28,1,321,YES,2200,1250,210,NO,NO,M,4
2799,12980,,192,1,YES,27,1,401,NO,1900,,160,YES,NO,M,4
2389,17560,126950,90,4,NO,29,2,366,NO,1800,1170,120,YES,NO,F,4
3338,11240,112920,110,5,NO,27,2,,NO,1800,1170,120,NO,NO,F,4
3849,17770,191110,70,6,NO,29,1,402,YES,2200,1250,270,YES,NO,M,4
4500,14670,120150,90,4,YES,28,2,472,NO,1800,1165,100,YES,YES,F,2
1339,20420,106500,90,6,NO,27,2,318,NO,1800,1170,100,YES,NO,F,4
2484,13510,96910,110,1,NO,29,1,319,YES,2200,,210,YES,NO,M,4
4317,9920,91020,90,3,YES,28,1,556,NO,1900,1186,160,NO,YES,M,4
183,13940,134470,110,1,NO,29,2,371,NO,1900,,120,YES,YES,F,4
3116,11370,137910,110,4,NO,27,2,230,NO,1800,1170,100,NO,NO,F,4
476,14830,129530,110,4,NO,28,2,347,NO,1800,,100,YES,NO,F,4
3201,15200,200850,110,4,NO,29,1,393,YES,2200,1250,270,YES,NO,M,4
3151,19010,92550,192,6,YES,29,2,546,NO,1800,1170,120,YES,NO,M,4
2021,7270,124490,70,1,YES,28,1,464,YES,2200,,80,NO,NO,M,4
3499,16340,131730,192,2,YES,27,2,491,NO,1800,1170,100,YES,NO,F,4
4743,15600,110400,110,4,YES,28,2,511,NO,1800,1170,120,YES,NO,F,4
4149,7870,103290,90,1,NO,26,2,398,NO,1900,,120,NO,NO,M,4
126,13160,106320,110,4,NO,27,2,436,NO,1900,,120,NO,NO,F,4
5178,13520,112530,70,2,YES,29,1,579,NO,2000,1195,190,YES,YES,M,4
3491,16380,107880,90,5,NO,28,2,327,NO,1800,1165,100,YES,NO,F,2
957,16170,136030,110,5,NO,28,2,331,NO,1800,1170,100,YES,NO,F,4
3066,13310,107650,90,6,NO,28,2,349,NO,1800,1170,120,NO,NO,F,4
2919,14840,123830,70,4,NO,27,1,402,NO,2000,1195,160,YES,NO,M,4
730,12640,114130,192,3,NO,30,1,399,NO,2000,1195,190,NO,NO,M,4
4616,13780,135070,90,4,NO,29,2,314,NO,1900,1170,120,YES,NO,F,4
4960,8810,98560,110,2,YES,30,1,,NO,2000,1195,160,NO,NO,M,4
2912,11500,108120,70,5,YES,30,3,543,NO,1600,1165,100,NO,YES,F,2
2436,9890,90460,90,4,NO,28,2,385,NO,1900,1170,120,NO,NO,F,4
1417,9560,120990,90,4,NO,28,1,342,NO,2000,1195,190,NO,NO,M,4
1524,13920,,90,5,NO,26,1,285,NO,2000,1195,190,YES,NO,M,4
3233,12600,118360,192,4,YES,29,1,525,NO,2000,1195,160,NO,NO,M,4
4913,16990,139130,90,3,NO,28,1,343,NO,2000,1195,190,YES,NO,M,4
4316,14510,104580,90,3,YES,28,3,688,NO,1600,1165,100,YES,NO,F,2
3747,15430,125030,110,4,YES,29,1,579,NO,2000,1195,190,YES,NO,M,4
4959,15200,133430,90,1,NO,27,1,,YES,2200,1195,210,YES,NO,M,4
4925,15620,113780,70,5,NO,28,1,410,NO,2000,1195,190,YES,NO,M,4
884,12050,113080,192,2,NO,29,1,364,NO,2000,1195,160,NO,NO,M,4
4935,20990,130120,192,6,NO,26,1,337,NO,2000,,160,YES,NO,M,4
4971,22300,98950,192,5,NO,29,3,271,NO,1600,1165,100,YES,NO,F,2
3591,18890,91470,192,5,NO,29,2,324,NO,1900,1170,120,YES,YES,F,4
576,6000,123840,110,1,NO,28,2,386,NO,1900,1186,120,NO,NO,M,4
258,11890,94500,192,2,NO,28,2,297,NO,1900,1186,120,NO,NO,M,4
18,13840,132460,110,2,NO,27,2,,NO,1900,1186,120,YES,NO,M,4
5121,15270,122180,110,4,NO,28,1,422,NO,2000,1195,160,YES,NO,M,4
2306,9460,100450,70,5,YES,28,2,383,NO,1800,,100,NO,NO,F,2
1022,13270,,70,5,YES,27,1,532,NO,2000,1195,190,YES,NO,M,4
2810,18550,125850,110,4,NO,29,1,371,NO,2000,1195,190,YES,NO,M,4
251,13170,241420,192,5,NO,29,1,396,YES,2200,1250,270,NO,NO,M,4
167,15710,94550,90,5,NO,29,3,338,NO,1600,1165,100,YES,NO,F,2
4008,11480,121690,90,5,NO,28,2,374,NO,1800,1170,100,NO,NO,F,4
4084,9100,137860,110,2,NO,28,1,362,NO,2000,,190,NO,NO,M,4
23,14160,92700,90,3,NO,27,1,354,NO,2000,,160,YES,NO,M,4
1772,18790,113540,192,4,YES,28,1,531,NO,1900,,160,YES,NO,M,4
4972,17050,137290,110,4,YES,30,3,529,NO,1600,,100,YES,NO,F,2
4062,12670,100060,192,4,YES,28,2,573,NO,1800,,100,NO,NO,F,4
455,17180,134990,90,4,NO,28,1,405,NO,1900,1195,160,YES,NO,M,4
5086,14850,124350,110,1,NO,29,1,354,NO,1900,1186,120,YES,NO,M,4
4254,16840,119490,110,5,NO,28,3,245,NO,1600,1165,100,YES,NO,F,2
4401,19500,102320,192,5,NO,30,1,286,YES,2200,1250,80,YES,NO,M,4
982,16280,91230,192,4,YES,27,1,,NO,1900,1195,160,YES,NO,M,4
339,16020,120480,110,6,NO,28,1,350,NO,1900,1186,120,YES,NO,M,4
2608,16590,103860,90,4,YES,27,2,594,NO,1800,1170,100,YES,NO,F,4
2166,17590,122080,90,5,NO,29,2,329,NO,1800,1170,100,YES,NO,F,4
552,17680,209030,110,5,YES,29,1,665,YES,2200,,270,YES,NO,M,4
573,8830,94920,110,1,NO,29,1,377,NO,2200,1195,190,NO,YES,M,4
2384,14580,112940,110,2,NO,27,2,,NO,1800,1165,100,YES,NO,F,2
2412,14820,123600,192,4,NO,28,2,344,NO,1800,1165,100,NO,NO,F,2
3759,20150,136400,192,5,NO,27,1,352,NO,2000,1195,190,YES,NO,M,4
4436,18040,130540,70,4,NO,28,1,327,NO,2200,1195,190,YES,NO,M,4
1913,9490,104980,110,4,NO,26,2,332,NO,1800,1165,100,NO,NO,F,2
4730,10940,107800,70,4,NO,29,2,363,NO,1600,1165,100,NO,NO,F,2
4639,19210,133700,192,4,NO,27,2,322,NO,1800,1170,100,YES,NO,F,4
1143,14810,137010,192,1,NO,27,1,372,YES,2200,1250,210,YES,NO,M,4
835,15730,92070,192,2,YES,29,2,514,NO,1900,1170,120,YES,NO,M,4
3079,12500,129250,110,6,YES,29,2,556,NO,1800,1165,100,NO,YES,F,2
5062,14130,93150,70,1,YES,28,2,544,NO,1900,1170,120,YES,NO,M,4
376,8830,129970,110,2,NO,28,1,,YES,2200,1250,210,NO,NO,M,4
2382,14120,111710,90,3,YES,29,1,538,NO,1900,1186,160,YES,NO,M,4
2903,16520,231250,192,2,NO,27,1,447,YES,2200,1250,80,YES,NO,M,4
1046,13870,124030,70,1,NO,28,1,325,NO,1900,1186,160,YES,NO,M,4
4751,16890,120960,192,3,NO,29,2,307,NO,1800,1165,100,YES,NO,F,2
5200,15590,103720,90,4,NO,29,2,366,NO,1900,1170,120,YES,NO,F,4
1324,22480,116730,192,4,NO,28,1,287,NO,1900,1186,120,YES,YES,M,4
3711,13220,102130,192,6,YES,29,2,593,NO,1900,1170,120,NO,YES,M,4
2771,12260,140330,110,4,NO,29,3,391,NO,1600,1165,100,NO,NO,F,2
4807,20700,110910,192,4,NO,29,1,377,NO,1900,1186,160,YES,NO,M,4
3582,12510,138980,110,6,YES,29,1,528,NO,2000,1195,160,NO,NO,M,4
5173,12300,99720,110,6,NO,27,1,356,NO,2000,1195,190,NO,NO,M,4
4768,12250,123960,110,6,YES,28,1,500,NO,2200,1195,190,NO,NO,M,4
3317,11900,115010,110,6,NO,29,1,339,NO,1900,1186,160,NO,NO,M,4
2614,16600,102270,90,5,YES,28,2,508,NO,1900,1186,120,YES,NO,M,4
3200,27010,137770,192,6,NO,28,3,464,NO,1600,1165,100,YES,NO,F,2
1574,11880,96730,90,5,NO,28,1,332,NO,2000,1195,190,NO,NO,M,4
782,27060,117110,192,5,NO,28,2,382,NO,1800,1170,100,YES,NO,F,4
1313,14590,110870,90,1,NO,30,1,289,NO,2000,1195,190,YES,NO,M,4
4931,15190,136840,70,5,YES,29,1,478,NO,2000,1195,160,YES,NO,M,4
2202,48070,,192,5,NO,28,1,287,NO,2200,1195,210,YES,YES,M,4
736,14360,117970,110,3,NO,29,1,327,NO,1900,1195,160,YES,NO,M,4
4433,8360,139540,90,5,NO,29,1,294,NO,1900,1186,160,NO,NO,M,4
860,12000,,90,3,NO,29,1,301,NO,2000,1195,190,YES,NO,M,4
1891,11780,111650,90,5,YES,29,1,565,NO,2000,,160,NO,NO,M,4
621,15170,131600,110,2,NO,28,1,356,NO,2000,1195,160,YES,NO,M,4
606,13740,91130,90,2,NO,29,2,308,NO,1800,1170,100,YES,NO,F,4
4305,9070,110450,110,2,NO,28,1,349,NO,1900,1195,160,NO,NO,M,4
3741,12940,111820,90,1,NO,28,3,360,NO,1600,1165,100,YES,NO,F,2
1040,15090,135250,90,4,NO,28,3,375,NO,1600,,100,YES,NO,F,2
2272,12920,115990,192,4,NO,28,1,403,NO,2200,1195,210,NO,NO,M,4
433,14590,116380,90,3,YES,28,2,565,NO,1800,1170,100,YES,YES,F,4
3477,17160,122620,90,5,NO,29,2,305,NO,1800,,120,YES,NO,F,4
2105,15430,128390,192,2,NO,28,2,350,NO,1900,1186,120,YES,NO,M,4
4055,19010,93420,110,4,NO,29,1,378,NO,2200,1195,190,YES,NO,M,4
1398,14270,104660,70,2,YES,27,1,,NO,2000,1195,190,YES,NO,M,4
3568,14540,117900,90,3,YES,27,3,544,NO,1600,1165,100,YES,YES,F,2
3138,12610,127900,192,5,YES,28,1,,NO,2200,1195,190,NO,NO,M,4
4430,15030,121080,70,5,NO,29,1,317,NO,1900,1186,160,YES,NO,M,4
1820,12850,91490,90,3,NO,30,2,320,NO,1900,1170,120,YES,NO,F,4
212,17200,136480,90,3,NO,29,2,398,NO,1900,1186,120,YES,NO,M,4
4912,19530,125810,192,5,YES,28,2,511,NO,1800,1170,100,YES,YES,F,4
5223,9350,105760,90,3,NO,29,2,313,NO,1600,1165,100,NO,NO,F,2
2241,11320,103350,192,1,NO,28,2,315,NO,1900,1186,120,NO,NO,M,4
912,18640,131350,192,5,NO,30,3,384,NO,1600,1165,100,YES,NO,F,2
1286,14050,139880,90,1,YES,29,2,620,NO,1800,1170,100,YES,NO,F,4
2677,15660,119100,90,3,YES,28,1,650,NO,1900,1186,160,YES,NO,M,4
1261,11580,106280,90,4,NO,29,1,300,NO,2000,1195,160,NO,NO,M,4
4007,19710,100650,192,3,YES,29,2,535,NO,1900,1170,120,YES,NO,M,4
4004,10620,137750,192,1,YES,27,1,485,NO,2000,1195,190,NO,NO,M,4
2485,10170,97940,110,6,NO,29,1,349,NO,2200,1195,190,NO,NO,M,4
